model,project,fold,precision,recall,f1,p_at_50,n,n_flaky,flaky_rate,roc_auc,avg_precision
xgboost,hbase,0,0.8181818181818182,0.9310344827586207,0.8709677419354839,0.56,87,29,0.3333333333333333,0.9304399524375743,0.8688952364106692
xgboost,hbase,1,0.8484848484848485,0.9655172413793104,0.9032258064516129,0.58,86,29,0.3372093023255814,0.957652752571083,0.8886907465072345
xgboost,hbase,2,0.8666666666666667,0.896551724137931,0.8813559322033898,0.56,86,29,0.3372093023255814,0.9467634603750756,0.8617375856698164
xgboost,hbase,3,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.58,86,29,0.3372093023255814,0.9709618874773139,0.8812515877556344
xgboost,hbase,4,0.8125,0.896551724137931,0.8524590163934426,0.58,86,29,0.3372093023255814,0.941923774954628,0.8805564205795784
xgboost,hector,0,1.0,1.0,1.0,0.2413793103448276,29,7,0.2413793103448276,1.0,0.9999999999999998
xgboost,hector,1,0.75,0.8571428571428571,0.8,0.2413793103448276,29,7,0.2413793103448276,0.961038961038961,0.9123376623376622
xgboost,hector,2,0.625,0.8333333333333334,0.7142857142857143,0.21428571428571427,28,6,0.21428571428571427,0.9469696969696969,0.8412698412698413
xgboost,hector,3,0.8,0.6666666666666666,0.7272727272727273,0.21428571428571427,28,6,0.21428571428571427,0.9015151515151515,0.7924242424242424
xgboost,hector,4,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.25,28,7,0.25,0.9047619047619048,0.6857142857142857
xgboost,http-request,0,1.0,0.75,0.8571428571428571,0.12121212121212122,33,4,0.12121212121212122,0.9827586206896551,0.9166666666666666
xgboost,http-request,1,0.5,0.5,0.5,0.12121212121212122,33,4,0.12121212121212122,0.8189655172413793,0.5738095238095238
xgboost,http-request,2,0.5,0.75,0.6,0.12121212121212122,33,4,0.12121212121212122,0.9396551724137931,0.7152777777777778
xgboost,http-request,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09375,32,3,0.09375,0.896551724137931,0.6464646464646464
xgboost,http-request,4,1.0,0.6666666666666666,0.8,0.09375,32,3,0.09375,0.9885057471264368,0.9166666666666665
xgboost,httpcore,0,0.4,0.4,0.4,0.1,143,5,0.03496503496503497,0.9681159420289855,0.47583333333333333
xgboost,httpcore,1,0.3333333333333333,0.4,0.36363636363636365,0.08,143,5,0.03496503496503497,0.8173913043478261,0.30773809523809526
xgboost,httpcore,2,0.5,0.5,0.5,0.08,142,4,0.028169014084507043,0.980072463768116,0.5166666666666666
xgboost,httpcore,3,0.42857142857142855,0.75,0.5454545454545454,0.08,142,4,0.028169014084507043,0.9818840579710145,0.5416666666666666
xgboost,httpcore,4,0.5,0.25,0.3333333333333333,0.08,142,4,0.028169014084507043,0.9836956521739131,0.6361111111111111
xgboost,incubator-dubbo,0,1.0,0.5,0.6666666666666666,0.06,436,4,0.009174311926605505,0.8512731481481483,0.5789370078740157
xgboost,incubator-dubbo,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06,435,3,0.006896551724137931,0.992283950617284,0.7435897435897436
xgboost,incubator-dubbo,2,0.0,0.0,0.0,0.06,435,4,0.009195402298850575,0.9535962877030163,0.1702964959568733
xgboost,incubator-dubbo,3,0.3333333333333333,0.25,0.2857142857142857,0.06,435,4,0.009195402298850575,0.8126450116009281,0.20573665707893896
xgboost,incubator-dubbo,4,0.2,0.25,0.2222222222222222,0.08,435,4,0.009195402298850575,0.980278422273782,0.30627705627705626
xgboost,java-websocket,0,0.5,0.75,0.6,0.13793103448275862,29,4,0.13793103448275862,0.97,0.8928571428571428
xgboost,java-websocket,1,0.75,0.75,0.75,0.13793103448275862,29,4,0.13793103448275862,0.9800000000000001,0.9166666666666666
xgboost,java-websocket,2,0.8,0.8,0.8,0.1724137931034483,29,5,0.1724137931034483,0.9916666666666667,0.9666666666666667
xgboost,java-websocket,3,0.625,1.0,0.7692307692307693,0.1724137931034483,29,5,0.1724137931034483,1.0,1.0
xgboost,java-websocket,4,1.0,0.8,0.8888888888888888,0.1724137931034483,29,5,0.1724137931034483,0.9916666666666667,0.9666666666666666
xgboost,logback,0,0.3333333333333333,0.25,0.2857142857142857,0.04,169,4,0.023668639053254437,0.7,0.11810515873015873
xgboost,logback,1,0.3333333333333333,0.2,0.25,0.1,169,5,0.029585798816568046,0.9560975609756097,0.4593939393939394
xgboost,logback,2,0.25,0.2,0.2222222222222222,0.02,169,5,0.029585798816568046,0.22439024390243903,0.21704866608449175
xgboost,logback,3,0.0,0.0,0.0,0.04,168,4,0.023809523809523808,0.486280487804878,0.036537223036764
xgboost,logback,4,1.0,0.25,0.4,0.04,168,4,0.023809523809523808,0.6600609756097561,0.3516890213611525
xgboost,okhttp,0,0.2857142857142857,0.2,0.23529411764705882,0.22,162,20,0.12345679012345678,0.7045774647887324,0.28029098073276737
xgboost,okhttp,1,0.28,0.35,0.3111111111111111,0.28,162,20,0.12345679012345678,0.8,0.3582435878923828
xgboost,okhttp,2,0.4074074074074074,0.55,0.46808510638297873,0.26,162,20,0.12345679012345678,0.8207746478873239,0.5351387315582286
xgboost,okhttp,3,0.3333333333333333,0.25,0.2857142857142857,0.22,162,20,0.12345679012345678,0.7095070422535212,0.3527451018726154
xgboost,okhttp,4,0.3333333333333333,0.35,0.34146341463414637,0.22,162,20,0.12345679012345678,0.6987676056338029,0.28517325125477866
xgboost,spring-boot,0,0.8,0.7272727272727273,0.7619047619047619,0.54,426,33,0.07746478873239436,0.9467962063381912,0.8232837276839813
xgboost,spring-boot,1,0.868421052631579,1.0,0.9295774647887324,0.66,426,33,0.07746478873239436,0.9993060374739764,0.9919427570637246
xgboost,spring-boot,2,1.0,0.875,0.9333333333333333,0.64,425,32,0.07529411764705882,0.9986482188295166,0.9891581632653061
xgboost,spring-boot,3,0.9090909090909091,0.9375,0.9230769230769231,0.6,425,32,0.07529411764705882,0.9945928753180663,0.9664467933382408
xgboost,spring-boot,4,0.9666666666666667,0.8787878787878788,0.9206349206349206,0.66,425,33,0.07764705882352942,0.9993815708101422,0.9929528580738256
xgboost,wildfly,0,0.75,0.6,0.6666666666666666,0.08,248,5,0.020161290322580645,0.9456790123456791,0.6202824858757062
xgboost,wildfly,1,0.75,0.75,0.75,0.08,247,4,0.016194331983805668,0.9886831275720164,0.8166666666666667
xgboost,wildfly,2,0.3333333333333333,0.25,0.2857142857142857,0.06,247,4,0.016194331983805668,0.8179012345679013,0.40178571428571425
xgboost,wildfly,3,0.6666666666666666,0.8,0.7272727272727273,0.1,247,5,0.020242914979757085,0.9950413223140495,0.8909090909090909
xgboost,wildfly,4,0.25,0.2,0.2222222222222222,0.1,247,5,0.020242914979757085,0.9801652892561984,0.48906593406593407
xgboost,wro4j,0,1.0,0.3333333333333333,0.5,0.06,229,3,0.013100436681222707,0.9882005899705015,0.6555555555555554
xgboost,wro4j,1,0.4,0.6666666666666666,0.5,0.06,229,3,0.013100436681222707,0.9587020648967551,0.25666666666666665
xgboost,wro4j,2,0.0,0.0,0.0,0.06,229,3,0.013100436681222707,0.9616519174041298,0.19444444444444445
xgboost,wro4j,3,0.0,0.0,0.0,0.06,229,3,0.013100436681222707,0.9380530973451326,0.1701388888888889
xgboost,wro4j,4,0.6666666666666666,0.5,0.5714285714285714,0.06,229,4,0.017467248908296942,0.8122222222222223,0.4977272727272727
